"endTime","artistName","trackName","msPlayed"
"2022-06-20 19:08","MisterWives","Out Of Tune Piano",5358
"2022-06-20 19:08","Porta","La Bella Y La Bestia (Con Norykko)",5592
"2022-06-20 19:08","Natalia Lafourcade","En el 2000",215000
"2022-06-20 19:12","TINI","Te Quiero Más",205173
"2022-06-20 19:19","MisterWives","Twisted Tongue",102949
"2022-06-22 12:32","Porta","Dragon Ball Rap",119880
"2022-06-22 12:36","Zara Larsson","Only You",222373
"2022-06-22 12:40","Natalia Lafourcade","En el 2000",215000
"2022-06-22 12:43","Porta","Espejismos",10366
"2022-06-22 12:43","Tessa Violet","Games",209748
"2022-06-22 12:48","C-Kan","Donde Estan?",271084
"2022-06-22 12:52","MisterWives","Drummer Boy",240266
"2022-06-22 12:55","MisterWives","over the rainbow",176906
"2022-06-22 13:00","Porta","Dragon Ball Rap 1.5",289396
"2022-06-22 13:03","Greeicy","Más Fuerte",184760
"2022-06-22 13:06","Zara Larsson","Ruin My Life",190931
"2022-06-22 13:10","Tessa Violet","Haze",226440
"2022-06-22 13:13","Tessa Violet","Crush",216266
"2022-06-22 13:18","Porta","Palabras Mudas (Con Gema)",284186
"2022-06-22 13:22","Santa RM","Daño Colateral",253781
"2022-06-22 13:26","C-Kan","Aparece",252000
"2022-06-22 13:30","K/DA","MORE",217088
"2022-06-22 13:33","MisterWives","whywhywhy",200680
"2022-06-22 13:39","Porta","La Bella Y La Bestia (Con Norykko)",308946
"2022-06-22 13:46","Keyblade","Toma Dos Tazas (Cuphead Rap)",162676
"2022-06-22 13:48","Tessa Violet","Words Ain't Enough",124415
"2022-06-22 13:54","Porta","Solo un Poco Más de Mí",337146
"2022-06-22 13:57","Tessa Violet","Bad Ideas",179173
"2022-06-22 14:00","MisterWives","3 small words",193026
"2022-06-22 14:03","MisterWives","love me true",196266
"2022-06-22 14:07","K/DA","POP/STARS",191100
"2022-06-22 14:10","Porta","Tras el Cristal",233773
"2022-06-22 14:15","Porta","He Vuelto",1918
"2022-06-22 14:15","Porta","No Hay Truco",15488
"2022-06-22 14:15","Porta","Víctima y Verdugo",247173
"2022-06-22 14:19","Mark Ronson","Uptown Funk (feat. Bruno Mars)",269666
"2022-06-22 14:22","Tessa Violet","I Like (the idea of) You",168480
"2022-06-22 14:29","Keyblade","Los Héroes Nunca Mueren (Overwatch Mega Rap)",433136
"2022-06-22 14:30","Tessa Violet","Words Ain't Enough",2439
"2022-06-22 14:30","Bebe Rexha","I Got You",12444
"2022-06-22 14:35","C-Kan","Ten La Tuya",293616
"2022-06-22 14:40","Porta","Dragon Ball GT Rap",301559
"2022-06-22 14:43","MisterWives","alone",194853
"2022-06-22 14:43","Porta","Nota De Suicidio (Con Soma)",14900
"2022-06-22 14:43","Tessa Violet","I Don't Get to Say I Love You Anymore",2146
"2022-06-22 14:43","Tessa Violet","Interlude III",1723
"2022-06-22 14:46","Tessa Violet","I Like (the idea of) You",168480
"2022-06-22 14:50","MisterWives","Only Human",231226
"2022-06-22 14:53","MisterWives","No Need For Dreaming",195440
"2022-06-22 14:56","Tessa Violet","Bored",183380
"2022-06-22 15:01","Santaflow","Sin Miedo a Caer",249472
"2022-06-22 15:01","Bebe Rexha","F.F.F. (feat. G-Eazy)",1533
"2022-06-22 15:05","Tessa Violet","Games",221051
"2022-06-22 15:05","MisterWives","Oceans",9201
"2022-06-22 15:08","MisterWives","rock bottom",190480
"2022-06-22 15:11","MisterWives","it's my turn",194373
"2022-06-22 15:14","Zara Larsson","So Good (feat. Ty Dolla $ign)",166706
"2022-06-22 15:18","Porta","Nueva Generación",269440
"2022-06-22 15:22","League of Legends","Legends Never Die",235000
"2022-06-22 15:26","Porta","No Hay Truco 1.5",243913
"2022-06-22 15:30","Tessa Violet","BREAKDOWN",218228
"2022-06-22 15:34","Doja Cat","Say So",237893
"2022-06-22 15:39","Porta","Aprecia Lo Que Tienes",313080
"2022-06-22 15:46","Santaflow","Segundos Fuera (feat. Encyser, Kurricé, Porta & Norykko)",392906
"2022-06-22 15:49","Tessa Violet","Bored",183380
"2022-06-22 15:53","Santa RM","Cuídala Bien",211389
"2022-06-22 15:55","Porta","Sin Ti",133613
"2022-06-22 15:59","Porta","Siento Luego Existo",237826
"2022-06-22 16:03","MisterWives","Riptide",253200
"2022-06-22 16:07","MisterWives","Kings And Queens",212973
"2022-06-22 16:08","Cavetown","Smoke Signals (feat. Tessa Violet)",69578
"2022-06-22 16:12","Santaflow","Jura por Tu Dios - Streaming Remaster",237524
"2022-06-22 16:14","Santaflow","Segundos Fuera - Streaming Remaster",1442
"2022-06-22 16:14","MisterWives","valentine's day",6470
"2022-06-22 16:14","MisterWives","Band Camp",6982
"2022-06-22 16:14","K/DA","VILLAIN",1781
"2022-06-22 16:14","C-Kan","M-E-X-I-C-O",2030
"2022-06-22 16:14","Santa RM","Favor Con Favor",135122
"2022-06-22 16:18","C-Kan","La Calle Sabe De Mi Nombre",222218
"2022-06-22 16:23","MisterWives","Let The Light In",308480
"2022-06-22 16:29","Santa RM","Los Más Buscados - Remix",374058
"2022-06-22 16:33","Porta","Sé Tu Mismo",198973
"2022-06-22 16:37","Porta","Aprendizaje",272088
"2022-06-22 16:42","Porta","En Boca De Tantos",313266
"2022-06-22 16:48","Keyblade","Fibonacci",197234
"2022-06-22 20:00","Tessa Violet","Haze",226440
"2022-06-22 20:04","Tessa Violet","Games",221051
"2022-06-22 20:08","MisterWives","Our Own House",232186
"2022-06-22 20:11","MisterWives","Queens",193946
"2022-06-22 20:14","MisterWives","Vagabond",185866
"2022-06-22 20:18","MisterWives","whywhywhy",200680
"2022-06-22 20:22","MisterWives","Same Drugs",264586
"2022-06-22 20:25","Tessa Violet","Dream",204493
"2022-06-22 20:29","MisterWives","decide to be happy",207493
"2022-06-22 20:32","Porta","Mal Acostumbrados",208173
"2022-06-22 20:36","MisterWives","My Brother",237613
"2022-06-22 20:40","Tessa Violet","Games",209748
"2022-06-22 20:43","MisterWives","Box Around The Sun",214120
"2022-06-22 20:45","Zara Larsson","Only You",1750
"2022-06-22 20:45","Porta","Palabras Mudas (Con Gema)",99665
"2022-06-22 20:50","Zarcort","Call of Duty: Black Ops 3 Rap",302016
"2022-06-22 20:53","Porta","Media vida",195266
"2022-06-22 20:56","Tessa Violet","On My Own",176093
"2022-06-22 21:02","Porta","Realidad Virtual",312020
"2022-06-22 21:09","C-Kan","M-E-X-I-C-O",272342
"2022-06-22 21:12","MisterWives","Reflections",186440
"2022-06-22 21:14","Porta","Tetris Rap + Outro",136347
"2022-06-22 21:22","Porta","La Bella Y La Bestia (Con Norykko)",308946
"2022-06-22 21:26","Tessa Violet","Games",221051
"2022-06-22 21:26","Zarcort","Five Nights at Freddy's (feat. Kronno)",29904
"2022-06-22 21:30","Tessa Violet","Crush",216266
"2022-06-22 21:30","Porta","Acción y Reacción 1.5",36847
"2022-06-22 21:31","Tessa Violet","Crush",2560
"2022-06-22 21:31","Porta","Mi Cuento de Hadas",2198
"2022-06-22 21:34","Natalia Lafourcade","En el 2000",215000
"2022-06-22 21:36","Santaflow","Las Cartas Sobre la Mesa",1486
"2022-06-22 21:36","C-Kan","Quiero Que Sepas (feat. MC Magic)",137306
"2022-06-22 21:39","MisterWives","Jingle Bell Rock -Spotify Singles Holiday",142893
"2022-06-22 21:41","Geek Music","The Spectacular Spider-Man Main Theme (From ""The Spectacular Spider-Man"")",150879
"2022-06-22 21:44","Santa RM","Yo Vengo",178480
"2022-06-22 21:50","MisterWives","Let The Light In",308480
"2022-06-22 21:53","Porta","Imagina",237573
"2022-06-22 21:58","C-Kan","Donde Estan?",271084
"2022-06-22 22:02","Porta","Querida Alma Gemela",228026
"2022-06-22 22:10","C-Kan","Esta Vida Me Encanta Remix (feat. Smoky, MC Davo, T-Killa, Don Aero, Tanke, Little el Crack, Big Metra, Santa RM, Zimple & DJ Maxo)",471185
"2022-06-22 22:14","Doja Cat","Say So",237893
"2022-06-22 22:18","K/DA","VILLAIN",8364
"2022-06-22 23:07","K/DA","VILLAIN",3974
"2022-06-22 23:10","Keyblade","Toma Dos Tazas (Cuphead Rap)",162676
"2022-06-22 23:13","C-Kan","Voy Por El Sueno de Muchos (feat. Zimple)",147358
"2022-06-22 23:16","MisterWives","the end",194893
"2022-06-22 23:19","Tessa Violet","I Like (the idea of) You",168480
"2022-06-22 23:22","lovelytheband","buzz cut (feat. MisterWives)",218775
"2022-06-22 23:27","MisterWives","Coloring Outside The Lines",1694
"2022-06-22 23:27","Porta","Escribo Poco",8534
"2022-06-22 23:27","Porta","Dragon Ball Rap 1.5",289396
"2022-06-22 23:28","MisterWives","Stepped On A Bee",7397
"2022-06-22 23:31","Greeicy","Más Fuerte",184760
"2022-06-22 23:33","MisterWives","find my way home",158586
"2022-06-22 23:38","Porta","Nota De Suicidio (Con Soma)",312573
"2022-06-22 23:43","Mark Ronson","Uptown Funk (feat. Bruno Mars)",269666
"2022-06-22 23:47","Porta","Mi Rosa Negra 1.5",245454
"2022-06-22 23:51","MisterWives","coming up for air",192293
"2022-06-22 23:55","MisterWives","Oceans",252266
"2022-06-22 23:58","MisterWives","Best I Can Do",202133
"2022-06-23 00:02","Porta","Tras el Cristal",233773
"2022-06-23 00:05","MisterWives","ghost",202400
"2022-06-23 00:09","TINI","Consejo de Amor",199720
"2022-06-23 00:13","Porta","He Cambiado",261859
"2022-06-23 00:17","Santa RM","Dame una Hora",169972
"2022-06-26 18:25","Zara Larsson","Ruin My Life",10575
"2022-06-26 18:28","Natalia Lafourcade","En el 2000",215000
"2022-06-26 18:34","MisterWives","Let The Light In",732
"2022-06-26 18:34","Porta","He Vuelto",1122
"2022-06-26 18:34","MisterWives","Band Camp",1060
"2022-06-26 18:34","Porta","Equilibrio",547
"2022-06-26 18:34","Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)",1161
"2022-06-26 18:34","Zara Larsson","So Good (feat. Ty Dolla $ign)",1123
"2022-06-26 18:34","K/DA","VILLAIN",1885
"2022-06-26 18:34","Porta","El 90% de Mí Eres Tu",77920
"2022-06-26 18:34","C-Kan","Donde Estan?",904
"2022-06-26 18:34","MisterWives","ghost",23
"2022-06-26 18:34","MisterWives","stories",3092
"2022-06-26 18:34","Keyblade","A Fuego Lento",1224
"2022-06-26 18:34","MisterWives","Reflections",23
"2022-06-26 18:35","Santaflow","La Locura Está en Mí (feat. Porta & Eneyser) - Remix",809
"2022-06-26 18:35","Porta","No Hay Truco 1.5",875
"2022-06-26 18:40","Zarcort","Call of Duty: Black Ops 3 Rap",302016
"2022-06-26 18:42","MisterWives","find my way home",3974
"2022-06-26 18:42","C-Kan","No Haces Na",141657
"2022-06-26 18:42","Tessa Violet","Dream",2056
"2022-06-26 18:42","Laura Shigihara","Zombies on Your Lawn",2720
"2022-06-26 18:45","Melodico","Hablan De Mi",179987
"2022-06-26 18:52","Santaflow","Segundos Fuera - Streaming Remaster",388721
"2022-06-26 18:53","TINI","Te Quiero Más",25629
"2022-06-26 18:53","Post Malone","Sunflower - Spider-Man: Into the Spider-Verse",1982
"2022-06-26 18:53","Zarcort","Five Nights at Freddy's (feat. Kronno)",73291
"2022-06-26 18:54","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",39162
"2022-06-26 18:58","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",248049
"2022-06-26 19:02","C-Kan","La Calle Sabe De Mi Nombre",222218
"2022-06-26 19:06","Tessa Violet","Crush",216266
"2022-06-26 19:09","Keyblade","Final del Juego (Avengers Endgame Rap)",209878
"2022-06-26 19:13","Porta","Mi Cuento de Hadas",254612
"2022-06-26 19:17","Santaflow","Jura por Tu Dios",9241
"2022-06-26 19:17","Ariana Grande","Problem",193920
"2022-06-26 19:17","Porta","Mi Rosa Negra 1.5",559
"2022-06-26 19:20","Tessa Violet","I Like (the idea of) You",168480
"2022-06-26 19:21","Porta","Entre Avenidas y Aceras",40746
"2022-06-26 22:34","MisterWives","valentine's day",15251
"2022-06-26 22:38","Porta","Rap & Roll",223636
"2022-06-26 22:42","Porta","Víctima y Verdugo",247173
"2022-06-26 22:46","Porta","Reset",43669
"2022-06-26 22:46","Porta","El Fin Del Mundo",200400
"2022-06-26 22:47","Porta","Media vida",2586
"2022-06-26 22:47","Porta","Hay Siempre un Sentimiento Muerto en un Corazón Roto",1747
"2022-06-26 22:47","Bebe Rexha","F.F.F. (feat. G-Eazy)",2002
"2022-06-26 22:47","Porta","Bruce Wayne",2086
"2022-06-26 22:47","Santa RM","Conquístame",2223
"2022-06-26 22:49","Marshmello","FRIENDS",1012
"2022-06-26 22:49","Porta","Nueva Generación",1310
"2022-06-26 22:49","MisterWives","Band Camp",2059
"2022-06-26 22:49","Tessa Violet","Bad Ideas",135558
"2022-06-26 22:49","Porta","Aprecia Lo Que Tienes",4647
"2022-06-26 22:49","Santa RM","Daño Colateral",927
"2022-06-26 22:53","MisterWives","SUPERBLOOM",213546
"2022-06-26 22:56","Tessa Violet","Bored",183380
"2022-06-26 23:01","Zara Larsson","Ruin My Life",176833
"2022-06-29 15:26","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",248049
"2022-06-29 15:29","MisterWives","Never Give Up On Me",174266
"2022-06-29 15:32","MisterWives","decide to be happy",207493
"2022-06-29 15:37","Porta","He Vuelto",287573
"2022-06-29 15:41","lovelytheband","buzz cut (feat. MisterWives)",218775
"2022-06-29 15:44","Bebe Rexha","Baby, I'm Jealous (feat. Doja Cat)",175873
"2022-06-29 15:48","Porta","La Primera Vez",252373
"2022-06-29 16:11","Zara Larsson","Ain't My Fault",112495
"2022-06-29 21:30","Tessa Violet","I Wan'na Be Like You (The Monkey Song)",149610
"2022-06-29 21:34","Tessa Violet","BREAKDOWN",218037
"2022-06-29 21:38","Lupillo Rivera","Grandes Ligas",239831
"2022-06-30 18:46","Natalia Lafourcade","En el 2000",30174
"2022-06-30 18:50","Lupillo Rivera","Grandes Ligas",239876
"2022-06-30 18:54","Natalia Lafourcade","En el 2000",214784
"2022-06-30 18:57","Tessa Violet","Bored",183259
"2022-06-30 19:00","K/DA","POP/STARS",191124
"2022-06-30 19:13","Luna Snow","Tonight - From ""Marvel Future Fight""/Future Fight Firsts Remix",184146
"2022-06-30 19:26","Porta","He Vuelto",287468
"2022-06-30 19:30","Porta","Aprendizaje",272030
"2022-06-30 19:34","C-Kan","Quiero Que Sepas (feat. MC Magic)",217966
"2022-06-30 19:37","MisterWives","SUPERBLOOM",213307
"2022-07-01 16:21","MisterWives","Jingle Bell Rock -Spotify Singles Holiday",30147
"2022-07-01 18:30","Halo New Blood Audiolibro Español","Halo NEW BLOOD Capítulo 1 AudioLibro Español",90979
"2022-07-01 22:07","Halo New Blood Audiolibro Español","Halo NEW BLOOD Capítulo 1 AudioLibro Español",558338
"2022-07-01 22:07","Halo New Blood Audiolibro Español","Halo NEW BLOOD Capítulo 1 AudioLibro Español",455500
"2022-07-01 22:07","MisterWives","Oh Love",223
"2022-07-01 22:07","Tessa Violet","Not over You",204
"2022-07-01 22:07","Porta","Corazón, Boli y Papel",0
"2022-07-01 22:07","Melodico","Hablan De Mi",1486
"2022-07-01 22:07","Zarcort","Five Nights at Freddy's (feat. Kronno)",474
"2022-07-01 22:07","Aitana","Lo Malo - Remix",0
"2022-07-01 22:07","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",1425
"2022-07-01 22:10","MisterWives","Coloring Outside The Lines",473
"2022-07-01 22:10","MisterWives","it's my turn",478
"2022-07-01 22:10","TINI","Princesa",12216
"2022-07-01 22:10","MisterWives","whywhywhy",224
"2022-07-01 22:10","Tessa Violet","I Wan'na Be Like You (The Monkey Song)",149702
"2022-07-01 22:10","MisterWives","Chasing This",462
"2022-07-01 22:10","K/DA","POP/STARS",181
"2022-07-01 22:10","Porta","Rap & Roll",466
"2022-07-01 22:13","Porta","Sé Tu Mismo",198871
"2022-07-01 22:17","Tessa Violet","Crush",216124
"2022-07-01 22:21","K/DA","MORE",216955
"2022-07-01 22:24","MisterWives","Stepped On A Bee",227301
"2022-07-01 22:30","Porta","El 90% de Mí Eres Tu",336396
"2022-07-01 22:34","Tessa Violet","Dream",206319
"2022-07-01 22:37","Santaflow","Jura por Tu Dios",239005
"2022-07-01 22:42","Porta","Palabras Mudas (Con Gema)",284145
"2022-07-01 22:45","MisterWives","stories",172588
"2022-07-01 22:49","MisterWives","My Brother",237424
"2022-07-01 22:53","Porta","Querida Alma Gemela",227899
"2022-07-01 22:56","T.I.","No Mediocre (feat. Iggy Azalea)",201510
"2022-07-01 22:59","MisterWives","Jingle Bell Rock -Spotify Singles Holiday",142641
"2022-07-01 23:01","Post Malone","Sunflower - Spider-Man: Into the Spider-Verse",157382
"2022-07-01 23:04","MisterWives","the end",194679
"2022-07-01 23:08","Tessa Violet","I Like (the idea of) You",168315
"2022-07-01 23:12","Santa RM","Dame una Hora",279720
"2022-07-01 23:16","Clean Bandit","Symphony (feat. Zara Larsson)",212507
"2022-07-01 23:20","Doja Cat","Say So",237894
"2022-07-03 19:50","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",510
"2022-07-03 19:52","Tessa Violet","I Wan'na Be Like You (The Monkey Song)",149706
"2022-07-03 19:56","Tessa Violet","BREAKDOWN",218228
"2022-07-03 20:00","Lupillo Rivera","Grandes Ligas",240000
"2022-07-03 20:03","Natalia Lafourcade","En el 2000",215000
"2022-07-03 20:24","Santaflow","Jura por Tu Dios",13904
"2022-07-05 21:55","Zara Larsson","Ain't My Fault",111890
"2022-07-05 21:56","Zara Larsson","Don't Worry Bout Me",33217
"2022-07-05 21:56","Tessa Violet","Games",16427
"2022-07-05 23:24","Porta","Vengo Desde Abajo",164394
"2022-07-05 23:29","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",247632
"2022-07-05 23:31","Tessa Violet","I Wan'na Be Like You (The Monkey Song)",149581
"2022-07-05 23:35","Tessa Violet","BREAKDOWN",218140
"2022-07-05 23:39","Lupillo Rivera","Grandes Ligas",239884
"2022-07-05 23:42","Natalia Lafourcade","En el 2000",214804
"2022-07-06 12:02","Tessa Violet","Games",204664
"2022-07-06 12:05","Tessa Violet","Haze",226440
"2022-07-06 12:08","Tessa Violet","Bad Ideas",179173
"2022-07-06 12:10","MisterWives","Chasing This",72199
"2022-07-06 12:13","MisterWives","Chasing This",14590
"2022-07-06 14:26","Tessa Violet","I Don't Get to Say I Love You Anymore",1730
"2022-07-06 14:26","C-Kan","Voy Por El Sueno de Muchos (feat. Zimple)",8181
"2022-07-06 14:28","Santa RM","En Este Track",135941
"2022-07-06 18:08","Santaflow","Jura por Tu Dios",93916
"2022-07-06 18:13","Tessa Violet","I Wan'na Be Like You (The Monkey Song)",30067
"2022-07-06 18:13","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",247611
"2022-07-06 18:18","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",248049
"2022-07-06 18:21","Tessa Violet","I Wan'na Be Like You (The Monkey Song)",149706
"2022-07-06 18:25","Tessa Violet","BREAKDOWN",218228
"2022-07-06 18:29","Lupillo Rivera","Grandes Ligas",240000
"2022-07-06 18:32","Natalia Lafourcade","En el 2000",215000
"2022-07-06 18:36","Santaflow","Jura por Tu Dios",239160
"2022-07-06 18:42","Keyblade","Los Vengadores Vs la Liga de la Justicia (Épicas Batallas de Rap del Frikismo)",323976
"2022-07-07 13:27","Santa RM","Los Más Buscados - Remix",374058
"2022-07-07 13:31","Clean Bandit","Symphony (feat. Zara Larsson)",212733
"2022-07-07 13:34","Tessa Violet","Bored",183380
"2022-07-07 13:37","Bebe Rexha","The Way I Are (Dance with Somebody) [feat. Lil Wayne]",187787
"2022-07-07 13:47","T.I.","No Mediocre (feat. Iggy Azalea)",201600
"2022-07-07 13:50","Tessa Violet","I Don't Get to Say I Love You Anymore",210013
"2022-07-07 13:54","MisterWives","Machine",210426
"2022-07-07 13:57","Tessa Violet","Dream",204493
"2022-07-07 14:02","Tessa Violet","Feelin",988
"2022-07-07 14:02","Marshmello","FRIENDS",1127
"2022-07-07 14:02","Porta","Escribo Poco",244959
"2022-07-07 14:02","Santaflow","Jura por Tu Dios - Streaming Remaster",23
"2022-07-07 14:02","MisterWives","Chasing This",23
"2022-07-07 14:02","Porta","En Boca De Tantos",765
"2022-07-07 14:03","Marshmello","FRIENDS",54492
"2022-07-07 14:03","MisterWives","Twisted Tongue",1748
"2022-07-07 14:03","MisterWives","Best I Can Do",1278
"2022-07-07 14:03","MisterWives","the end",560
"2022-07-07 14:03","Porta","Voces En Mi Interior (Con Santaflow)",1184
"2022-07-07 14:03","MisterWives","Band Camp",2120
"2022-07-07 14:03","Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)",934
"2022-07-07 14:03","Santaflow","Jura por Tu Dios - Streaming Remaster",609
"2022-07-07 14:03","Porta","Reset",898
"2022-07-07 14:03","MisterWives","Not Your Way",790
"2022-07-07 14:03","K/DA","I'LL SHOW YOU",1293
"2022-07-07 14:03","Porta","Realidad Virtual",1017
"2022-07-07 14:03","MisterWives","Oceans",23
"2022-07-07 14:03","Porta","No Hay Truco 1.5",23
"2022-07-07 14:06","MisterWives","Not Your Way",186933
"2022-07-07 14:10","Porta","Reset",271680
"2022-07-07 14:12","Porta","No Hay Final Feliz",23
"2022-07-07 14:12","Porta","Tela de Araña",891
"2022-07-07 14:12","Porta","Tela de Araña",912
"2022-07-07 14:12","MisterWives","alone",850
"2022-07-07 14:12","MisterWives","over the rainbow",23
"2022-07-07 14:12","Santa RM","Dame una Hora",23
"2022-07-07 14:12","Santaflow","Jura por Tu Dios",867
"2022-07-07 14:12","TINI","Te Quiero Más",523
"2022-07-07 14:12","MisterWives","muse",1118
"2022-07-07 14:12","Santaflow","La Locura Está en Mí - Streaming Remaster",591
"2022-07-07 14:12","Porta","Víctima y Verdugo",1421
"2022-07-07 14:12","Tessa Violet","I Like (the idea of) You",1014
"2022-07-07 14:12","TINI","Princesa",1069
"2022-07-07 14:12","Santa RM","Yo Vengo",23
"2022-07-07 14:12","C-Kan","Vuelve (feat. MC Davo)",23
"2022-07-07 14:12","Clean Bandit","Symphony (feat. Zara Larsson)",662
"2022-07-07 14:12","Porta","La Bella Y La Bestia (Con Norykko)",23
"2022-07-07 14:12","Porta","Bruce Wayne",23
"2022-07-07 14:12","Porta","Inmortal",770
"2022-07-07 14:12","Zarcort","Five Nights at Freddy's (feat. Kronno)",851
"2022-07-07 14:12","Porta","Amor",69583
"2022-07-07 14:12","Santa RM","Daño Colateral",23
"2022-07-07 14:12","Porta","Nuestra Historia de Dos",23
"2022-07-07 14:12","Mark Ronson","Uptown Funk (feat. Bruno Mars)",944
"2022-07-07 14:12","MisterWives","Never Give Up On Me",3628
"2022-07-07 14:12","MisterWives","Never Give Up On Me",723
"2022-07-07 14:12","Tessa Violet","Words Ain't Enough",871
"2022-07-07 14:15","Zara Larsson","Lush Life",177623
"2022-07-07 15:41","Zara Larsson","Lush Life",5827
"2022-07-07 15:45","Porta","No Hay Truco 1.5",243913
"2022-07-07 15:48","Zara Larsson","Ruin My Life",190050
"2022-07-07 15:51","MisterWives","Revolution",628
"2022-07-07 15:51","Tessa Violet","Honest",23
"2022-07-07 15:51","MisterWives","ghost",750
"2022-07-07 15:51","Porta","Cree en Ti",74819
"2022-07-07 15:54","MisterWives","rock bottom",190480
"2022-07-07 15:58","K/DA","MORE",217088
"2022-07-07 16:01","Zara Larsson","Lush Life",201122
"2022-07-07 16:04","Tessa Violet","YES MOM",162360
"2022-07-07 16:06","Porta","He Vuelto",1148
"2022-07-07 16:06","Tessa Violet","Dream",125337
"2022-07-07 16:06","Porta","El 90% de Mí Eres Tu",2160
"2022-07-07 16:06","MisterWives","Reflections",23
"2022-07-07 16:16","Keyblade","Los Héroes Nunca Mueren (Overwatch Mega Rap)",433136
"2022-07-07 16:16","MisterWives","Drummer Boy",2106
"2022-07-07 16:16","MisterWives","Stepped On A Bee",16427
"2022-07-07 16:16","Porta","Nuestra Historia de Dos",3465
"2022-07-07 16:18","Keyblade","Mickey Mouse vs Bugs Bunny (Epicas Batallas De Rap Del Frikisimo)",149327
"2022-07-07 16:19","Tessa Violet","Bored",5184
"2022-07-07 19:00","Tessa Violet","Bored",2544
"2022-07-07 19:03","MisterWives","Best I Can Do",202133
"2022-07-07 19:07","Porta","Tela de Araña",5465
"2022-07-07 19:07","MisterWives","Coloring Outside The Lines",1441
"2022-07-07 19:07","Porta","Media vida",158291
"2022-07-07 19:11","lovelytheband","buzz cut (feat. MisterWives)",218775
"2022-07-07 19:15","Luna Snow","Fly Away - From ""MARVEL Future Fight""",206880
"2022-07-07 19:18","Zara Larsson","Poster Girl",177054
"2022-07-07 19:23","Porta","Reset",271680
"2022-07-07 19:26","Tessa Violet","Dream",204493
"2022-07-07 19:30","Santa RM","Ve por Ello - Bonus Track",208000
"2022-07-07 19:34","MisterWives","Out Of Tune Piano",269066
"2022-07-07 19:34","Santa RM","Dame una Hora",734
"2022-07-07 19:34","MisterWives","Band Camp",1853
"2022-07-07 19:34","Tessa Violet","Wishful Drinking",12467
"2022-07-07 19:35","C-Kan","Quiero Que Sepas (feat. MC Magic)",1117
"2022-07-07 19:38","Tessa Violet","BREAKDOWN",218228
"2022-07-07 19:41","Tessa Violet","Bad Ideas",179173
"2022-07-07 19:45","Tessa Violet","Haze",226440
"2022-07-07 19:48","Bebe Rexha","I Got You",191786
"2022-07-07 19:49","Mark Ronson","Uptown Funk (feat. Bruno Mars)",68191
"2022-07-07 19:53","MisterWives","Our Own House",232186
"2022-07-07 19:56","Keyblade","Deadpool Vs Deathstroke (Épicas Batallas de Rap del Frikismo T2)",197143
"2022-07-07 20:00","C-Kan","Mi Canción",200000
"2022-07-07 20:04","Porta","Amor",261333
"2022-07-07 20:07","Tessa Violet","Bad Ideas",179173
"2022-07-07 20:12","C-Kan","Ten La Tuya",293616
"2022-07-07 20:17","Porta","Dragon Ball Super Broly Rap",295652
"2022-07-07 20:17","Cavetown","Smoke Signals (feat. Tessa Violet)",13489
"2022-07-07 20:21","MisterWives","Imagination Infatuation",213586
"2022-07-07 20:24","K/DA","I'LL SHOW YOU",198611
"2022-07-07 20:27","MisterWives","Queens",193946
"2022-07-07 20:31","Zara Larsson","Don't Worry Bout Me",208811
"2022-07-07 20:34","K/DA","VILLAIN",199125
"2022-07-07 20:35","Porta","Días Grises",17582
"2022-07-07 20:35","C-Kan","La Calle Sabe De Mi Nombre",29389
"2022-07-07 20:38","MisterWives","rock bottom",190480
"2022-07-07 20:39","MisterWives","muse",5156
"2022-07-07 20:39","Porta","Imperfecto",32274
"2022-07-07 20:42","Porta","Corazón, Boli y Papel",15062
"2022-07-07 20:42","Tessa Violet","Bored",184401
"2022-07-07 20:45","Ariana Grande","Problem",193920
"2022-07-07 20:49","MisterWives","3 small words",193026
"2022-07-07 20:52","MisterWives","it's my turn",194373
"2022-07-07 20:55","T.I.","No Mediocre (feat. Iggy Azalea)",201600
"2022-07-07 20:58","MisterWives","love me true",196266
"2022-07-07 21:03","Miguel Bosé","Aire soy (feat. Ximena Sariñana)",248049
"2022-07-07 21:04","Porta","No Hay Final Feliz",784
"2022-07-07 21:04","Porta","Mal Acostumbrados",965
"2022-07-07 21:04","MisterWives","Machine",1180
"2022-07-07 21:04","Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)",70491
"2022-07-07 21:04","Tessa Violet","Honest",1370
"2022-07-07 21:04","Santa RM","Conquístame",1401
"2022-07-07 21:07","Tessa Violet","Feelin",18721
"2022-07-07 21:07","Tessa Violet","Bored",183380
"2022-07-07 21:08","Jax Anderson","Good Day (feat. MisterWives and Curtis Roach)",4440
"2022-07-07 21:08","TINI","Consejo de Amor",550
"2022-07-07 21:08","Santaflow","Sin Miedo a Caer",11120
