artistName,trackName,hour,day,month,year,weekday,weekdayName,minutesPlayed,hoursPlayed
Doja Cat,Say So,22,29,3,2022,3,martes,1.4682333333333333,0.024470555555555554
Carla Morrison,Eres Tú,23,30,3,2022,4,miércoles,3.5023333333333335,0.05837222222222222
Tessa Violet,Bored,21,31,3,2022,5,jueves,3.07335,0.0512225
Porta,Animales racionales,21,31,3,2022,5,jueves,3.826216666666667,0.06377027777777777
Porta,Días Grises,21,31,3,2022,5,jueves,3.8892166666666665,0.06482027777777778
Tessa Violet,Bad Ideas,21,31,3,2022,5,jueves,2.9862166666666665,0.049770277777777774
Porta,Tetris Rap 1.5,21,31,3,2022,5,jueves,1.60455,0.0267425
Porta,Aprecia Lo Que Tienes,21,31,3,2022,5,jueves,5.218,0.08696666666666666
Zarcort,Five Nights at Freddy's (feat. Kronno),21,31,3,2022,5,jueves,3.5615666666666668,0.059359444444444444
Iggy Azalea,Switch,21,31,3,2022,5,jueves,3.16,0.05266666666666667
MisterWives,Revolution,21,31,3,2022,5,jueves,3.8406666666666665,0.06401111111111112
Porta,Nota De Suicidio (Con Soma),21,31,3,2022,5,jueves,5.20955,0.08682583333333334
Porta,Espejismos,21,31,3,2022,5,jueves,0.10643333333333334,0.0017738888888888889
Tessa Violet,Games,21,31,3,2022,5,jueves,3.4958,0.058263333333333334
MisterWives,Not Your Way,22,31,3,2022,5,jueves,3.11555,0.05192583333333333
MisterWives,3 small words,22,31,3,2022,5,jueves,3.2171,0.05361833333333333
MisterWives,Box Around The Sun,22,31,3,2022,5,jueves,3.5686666666666667,0.059477777777777775
C-Kan,"Ayer, Hoy & Manana",22,31,3,2022,5,jueves,3.13345,0.05222416666666667
Santaflow,Jura por Tu Dios - Streaming Remaster,22,31,3,2022,5,jueves,3.9587333333333334,0.06597888888888889
Porta,Imperfecto,22,31,3,2022,5,jueves,4.25945,0.07099083333333334
Porta,Rap & Roll,22,31,3,2022,5,jueves,3.7272666666666665,0.06212111111111111
MisterWives,SUPERBLOOM,22,31,3,2022,5,jueves,3.5591,0.059318333333333334
Santaflow,Sin Miedo a Caer,22,31,3,2022,5,jueves,4.2699,0.071165
Tessa Violet,Words Ain't Enough,22,31,3,2022,5,jueves,2.07275,0.03454583333333333
MisterWives,over the rainbow,22,31,3,2022,5,jueves,2.9484333333333335,0.049140555555555555
MisterWives,the end,22,31,3,2022,5,jueves,3.2482166666666665,0.054136944444444446
Bebe Rexha,The Way I Are (Dance with Somebody) [feat. Lil Wayne],22,31,3,2022,5,jueves,3.129783333333333,0.05216305555555555
Lorde,Royals,22,31,3,2022,5,jueves,3.16975,0.05282916666666667
Zara Larsson,So Good (feat. Ty Dolla $ign),22,31,3,2022,5,jueves,2.7784333333333335,0.04630722222222222
Porta,Entre Avenidas y Aceras,22,31,3,2022,5,jueves,4.296316666666667,0.07160527777777778
Zara Larsson,WOW,22,31,3,2022,5,jueves,2.98485,0.0497475
Luna Snow,"Tonight - From ""Marvel Future Fight""/Future Fight Firsts Remix",22,31,3,2022,5,jueves,3.072,0.0512
Porta,Mi Cuento de Hadas,23,31,3,2022,5,jueves,4.243533333333334,0.07072555555555556
Santa RM,Conquístame,23,31,3,2022,5,jueves,5.0991,0.084985
Tessa Violet,Feelin,23,31,3,2022,5,jueves,3.0748,0.05124666666666667
Keyblade,Toma Dos Tazas (Cuphead Rap),23,31,3,2022,5,jueves,2.7112666666666665,0.04518777777777778
MisterWives,Never Give Up On Me,23,31,3,2022,5,jueves,2.9044333333333334,0.04840722222222222
Aitana,Lo Malo,23,31,3,2022,5,jueves,3.01385,0.050230833333333336
Keyblade,Deadpool Vs Deathstroke (Épicas Batallas de Rap del Frikismo T2),23,31,3,2022,5,jueves,3.2857166666666666,0.054761944444444446
Santa RM,Yo Vengo,23,31,3,2022,5,jueves,2.974666666666667,0.049577777777777776
Marshmello,FRIENDS,23,31,3,2022,5,jueves,0.0115,1.9166666666666667e-4
Santa RM,Dame una Hora,23,31,3,2022,5,jueves,0.015666666666666666,2.611111111111111e-4
Zara Larsson,WOW,23,31,3,2022,5,jueves,0.012166666666666666,2.0277777777777777e-4
Santaflow,La Locura Está en Mí (feat. Porta & Eneyser) - Remix,23,31,3,2022,5,jueves,0.010833333333333334,1.8055555555555555e-4
MisterWives,Kings And Queens,23,31,3,2022,5,jueves,1.1304166666666666,0.01884027777777778
Zara Larsson,Ain't My Fault,23,31,3,2022,5,jueves,0.016833333333333332,2.8055555555555554e-4
C-Kan,Un Par De Balas,23,31,3,2022,5,jueves,0.028833333333333332,4.805555555555556e-4
Porta,Harto y Cansado,23,31,3,2022,5,jueves,0.05516666666666667,9.194444444444444e-4
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,23,31,3,2022,5,jueves,2.634,0.0439
Keyblade,Fibonacci,23,31,3,2022,5,jueves,4.249533333333333,0.07082555555555556
TINI,Te Quiero Más,23,31,3,2022,5,jueves,3.41955,0.0569925
C-Kan,Donde Estan?,23,31,3,2022,5,jueves,4.518066666666667,0.07530111111111111
Tessa Violet,Bad Ideas,23,31,3,2022,5,jueves,2.9862166666666665,0.049770277777777774
Porta,El Fin Del Mundo,23,31,3,2022,5,jueves,3.34,0.05566666666666667
MisterWives,Same Drugs,23,31,3,2022,5,jueves,4.409766666666667,0.07349611111111111
Porta,Realidad Virtual,23,31,3,2022,5,jueves,5.200333333333333,0.08667222222222222
Santaflow,La Locura Está en Mí - Streaming Remaster,0,1,4,2022,6,viernes,3.3928833333333333,0.05654805555555555
Tessa Violet,Words Ain't Enough,0,1,4,2022,6,viernes,2.073583333333333,0.03455972222222222
MisterWives,Oh Love,0,1,4,2022,6,viernes,2.2535,0.03755833333333333
Keyblade,Toma Dos Tazas (Cuphead Rap),13,2,4,2022,7,sábado,2.7112666666666665,0.04518777777777778
Luna Snow,I Really Wanna,13,2,4,2022,7,sábado,3.51435,0.0585725
Santaflow,Segundos Fuera - Streaming Remaster,13,2,4,2022,7,sábado,3.8333333333333334e-4,6.3888888888888885e-6
Porta,Mi Rosa Negra,13,2,4,2022,7,sábado,0.0096,1.6e-4
Porta,Espejismos,13,2,4,2022,7,sábado,4.005216666666667,0.06675361111111111
Zara Larsson,"She's Not Me, Pt. 1 & 2",13,2,4,2022,7,sábado,3.8333333333333334e-4,6.3888888888888885e-6
TINI,Te Quiero Más,13,2,4,2022,7,sábado,0.015766666666666665,2.627777777777778e-4
Iggy Azalea,Switch,13,2,4,2022,7,sábado,0.017,2.8333333333333335e-4
Tessa Violet,Not over You,13,2,4,2022,7,sábado,3.8333333333333334e-4,6.3888888888888885e-6
C-Kan,"Ayer, Hoy & Manana",13,2,4,2022,7,sábado,0.016033333333333333,2.6722222222222224e-4
Tessa Violet,Haze,13,2,4,2022,7,sábado,0.0176,2.933333333333333e-4
Porta,Dragon Ball Rap 1.5,13,2,4,2022,7,sábado,0.018433333333333333,3.0722222222222224e-4
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),13,2,4,2022,7,sábado,0.01665,2.775e-4
C-Kan,La Calle Sabe De Mi Nombre,13,2,4,2022,7,sábado,0.01865,3.108333333333333e-4
MisterWives,rock bottom,13,2,4,2022,7,sábado,3.1746666666666665,0.05291111111111111
MisterWives,Box Around The Sun,13,2,4,2022,7,sábado,0.4613833333333333,0.007689722222222222
Porta,Tela de Araña,16,2,4,2022,7,sábado,0.019166666666666665,3.1944444444444446e-4
MisterWives,Out Of Tune Piano,16,2,4,2022,7,sábado,0.0145,2.4166666666666667e-4
Coolio,Gangsta's Paradise,16,2,4,2022,7,sábado,4.01155,0.06685916666666666
Porta,Dragon Ball Rap,16,2,4,2022,7,sábado,0.016,2.666666666666667e-4
Santaflow,La Locura Está en Mí (feat. Porta & Eneyser) - Remix,16,2,4,2022,7,sábado,0.0936,0.00156
MisterWives,Kings And Queens,16,2,4,2022,7,sábado,0.015666666666666666,2.611111111111111e-4
Zara Larsson,Ruin My Life,16,2,4,2022,7,sábado,0.013333333333333334,2.2222222222222223e-4
Cavetown,Smoke Signals (feat. Tessa Violet),16,2,4,2022,7,sábado,0.01633333333333333,2.722222222222222e-4
MisterWives,Never Give Up On Me,16,2,4,2022,7,sábado,0.014833333333333334,2.4722222222222224e-4
MisterWives,My Brother,16,2,4,2022,7,sábado,0.0145,2.4166666666666667e-4
Porta,Sé Tu Mismo,16,2,4,2022,7,sábado,0.015166666666666667,2.5277777777777777e-4
Tessa Violet,I Don't Get to Say I Love You Anymore,16,2,4,2022,7,sábado,0.018666666666666668,3.111111111111111e-4
Tessa Violet,Games,16,2,4,2022,7,sábado,3.6841833333333334,0.06140305555555556
Santaflow,Las Cartas Sobre la Mesa,16,2,4,2022,7,sábado,0.015166666666666667,2.5277777777777777e-4
Porta,Sin Fin,16,2,4,2022,7,sábado,0.015,2.5e-4
Santa RM,Favor Con Favor,16,2,4,2022,7,sábado,5.52335,0.09205583333333334
Santa RM,Cuídala Bien,16,2,4,2022,7,sábado,0.05661666666666667,9.436111111111111e-4
Keyblade,Los Héroes Nunca Mueren (Overwatch Mega Rap),16,2,4,2022,7,sábado,7.218933333333333,0.12031555555555555
Tessa Violet,Dream,16,2,4,2022,7,sábado,0.014333333333333333,2.3888888888888888e-4
Porta,Estados,16,2,4,2022,7,sábado,0.12283333333333334,0.0020472222222222224
Porta,Mi Cuento de Hadas,16,2,4,2022,7,sábado,1.0112166666666667,0.01685361111111111
Tessa Violet,Crush,16,2,4,2022,7,sábado,3.604433333333333,0.06007388888888889
T.I.,No Mediocre (feat. Iggy Azalea),17,2,4,2022,7,sábado,0.013,2.1666666666666666e-4
Porta,Espejismos,17,2,4,2022,7,sábado,0.013166666666666667,2.1944444444444444e-4
Porta,Hay Siempre un Sentimiento Muerto en un Corazón Roto,17,2,4,2022,7,sábado,0.012666666666666666,2.111111111111111e-4
MisterWives,ghost,17,2,4,2022,7,sábado,0.007,1.1666666666666667e-4
Keyblade,A Fuego Lento,17,2,4,2022,7,sábado,0.010333333333333333,1.722222222222222e-4
MisterWives,SUPERBLOOM,17,2,4,2022,7,sábado,0.034,5.666666666666667e-4
Porta,Dragon Ball Rap 1.5,17,2,4,2022,7,sábado,0.57705,0.0096175
Zara Larsson,Ruin My Life,17,2,4,2022,7,sábado,3.182183333333333,0.05303638888888889
Porta,Acción y Reacción 1.5,18,2,4,2022,7,sábado,5.5622,0.09270333333333333
Luna Snow,"Flow - From ""Marvel Super War""/Soundtrack Version",18,2,4,2022,7,sábado,3.03225,0.0505375
Porta,Dragon Ball Super Broly Rap,18,2,4,2022,7,sábado,4.927533333333334,0.08212555555555555
Bebe Rexha,I'm a Mess,18,2,4,2022,7,sábado,3.25865,0.054310833333333336
Tessa Violet,Bored,18,2,4,2022,7,sábado,3.0563333333333333,0.05093888888888889
Santa RM,Yo Vengo,18,2,4,2022,7,sábado,2.974666666666667,0.049577777777777776
Zarcort,Call of Duty: Black Ops 3 Rap,18,2,4,2022,7,sábado,5.0336,0.08389333333333333
MisterWives,Imagination Infatuation,18,2,4,2022,7,sábado,3.5597666666666665,0.05932944444444444
MisterWives,Coloring Outside The Lines,18,2,4,2022,7,sábado,3.8551,0.06425166666666667
C-Kan,Mi Canción,18,2,4,2022,7,sábado,3.3333333333333335,0.05555555555555555
Porta,Aprendizaje,18,2,4,2022,7,sábado,4.5348,0.07558
Laura Shigihara,Zombies on Your Lawn,18,2,4,2022,7,sábado,2.65635,0.0442725
MisterWives,Chasing This,18,2,4,2022,7,sábado,4.004433333333333,0.06674055555555555
Porta,He Cambiado,18,2,4,2022,7,sábado,4.364316666666666,0.072738611111111115
MisterWives,alone,18,2,4,2022,7,sábado,3.24755,0.05412583333333333
Tessa Violet,Feelin,18,2,4,2022,7,sábado,3.0748,0.05124666666666667
Marshmello,FRIENDS,19,2,4,2022,7,sábado,3.377,0.05628333333333333
C-Kan,M-E-X-I-C-O,19,2,4,2022,7,sábado,4.539033333333333,0.07565055555555555
Porta,Aprecia Lo Que Tienes,19,2,4,2022,7,sábado,5.218,0.08696666666666666
Porta,Mi Frikimundo,19,2,4,2022,7,sábado,3.633966666666667,0.06056611111111111
MisterWives,find my way home,19,2,4,2022,7,sábado,2.6431,0.04405166666666667
Tessa Violet,Honest,19,2,4,2022,7,sábado,4.2024333333333335,0.07004055555555555
Porta,Imperfecto,19,2,4,2022,7,sábado,4.25945,0.07099083333333334
Porta,Nota De Suicidio (Con Soma),19,2,4,2022,7,sábado,0.014333333333333333,2.3888888888888888e-4
MisterWives,Jingle Bell Rock -Spotify Singles Holiday,19,2,4,2022,7,sábado,0.021166666666666667,3.5277777777777776e-4
K/DA,VILLAIN,19,2,4,2022,7,sábado,1.6817833333333334,0.028029722222222223
MisterWives,rock bottom,19,2,4,2022,7,sábado,3.1746666666666665,0.05291111111111111
MisterWives,whywhywhy,19,2,4,2022,7,sábado,3.3446666666666665,0.055744444444444444
Santa RM,Daño Colateral,19,2,4,2022,7,sábado,4.229683333333333,0.07049472222222222
Porta,Cree en Ti,19,2,4,2022,7,sábado,3.089366666666667,0.05148944444444444
Zara Larsson,Only You,19,2,4,2022,7,sábado,3.7062166666666667,0.06177027777777778
MisterWives,over the rainbow,19,2,4,2022,7,sábado,2.9484333333333335,0.049140555555555555
Doja Cat,Say So,19,2,4,2022,7,sábado,3.9648833333333333,0.06608138888888888
Santa RM,No Sé en Qué Te Fallé,19,2,4,2022,7,sábado,3.7205,0.06200833333333333
Zara Larsson,WOW,19,2,4,2022,7,sábado,2.98485,0.0497475
Porta,Víctima y Verdugo,20,2,4,2022,7,sábado,4.11955,0.06865916666666666
C-Kan,Voy Por El Sueno de Muchos (feat. Zimple),20,2,4,2022,7,sábado,5.15765,0.08596083333333333
Santaflow,Segundos Fuera - Streaming Remaster,20,2,4,2022,7,sábado,6.478683333333334,0.10797805555555555
MisterWives,Drummer Boy,20,2,4,2022,7,sábado,0.010333333333333333,1.722222222222222e-4
Porta,Cosas de la Vida,20,2,4,2022,7,sábado,0.035166666666666666,5.861111111111111e-4
MisterWives,3 small words,20,2,4,2022,7,sábado,1.2282833333333334,0.02047138888888889
MisterWives,Oceans,20,2,4,2022,7,sábado,0.021333333333333333,3.5555555555555557e-4
MisterWives,running in place,20,2,4,2022,7,sábado,0.014666666666666666,2.4444444444444443e-4
K/DA,MORE,20,2,4,2022,7,sábado,3.618133333333333,0.06030222222222222
Tessa Violet,Bad Ideas,20,2,4,2022,7,sábado,2.9862166666666665,0.049770277777777774
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,20,2,4,2022,7,sábado,2.626,0.04376666666666667
Geek Music,"The Spectacular Spider-Man Main Theme (From ""The Spectacular Spider-Man"")",20,2,4,2022,7,sábado,2.51465,0.041910833333333335
Tessa Violet,Dream,20,2,4,2022,7,sábado,3.4082166666666667,0.05680361111111111
MisterWives,Hurricane,20,2,4,2022,7,sábado,3.9864333333333333,0.06644055555555556
Keyblade,Deadpool Vs Deathstroke (Épicas Batallas de Rap del Frikismo T2),20,2,4,2022,7,sábado,3.2857166666666666,0.054761944444444446
Santaflow,Jura por Tu Dios - Streaming Remaster,20,2,4,2022,7,sábado,3.9587333333333334,0.06597888888888889
MisterWives,stories,20,2,4,2022,7,sábado,2.878216666666667,0.04797027777777778
Aitana,Lo Malo,20,2,4,2022,7,sábado,3.01385,0.050230833333333336
Tessa Violet,Interlude III,20,2,4,2022,7,sábado,2.8287166666666668,0.04714527777777778
C-Kan,Mama Me Dijo Un Dia,20,2,4,2022,7,sábado,3.6967166666666667,0.06161194444444444
MisterWives,Not Your Way,20,2,4,2022,7,sábado,3.11555,0.05192583333333333
Santaflow,"Segundos Fuera (feat. Encyser, Kurricé, Porta & Norykko)",21,2,4,2022,7,sábado,6.5484333333333336,0.10914055555555556
K/DA,I'LL SHOW YOU,21,2,4,2022,7,sábado,3.3101833333333333,0.055169722222222224
MisterWives,Twisted Tongue,21,2,4,2022,7,sábado,3.3682166666666666,0.05613694444444445
MisterWives,the end,21,2,4,2022,7,sábado,3.2482166666666665,0.054136944444444446
Porta,Nuestra Historia de Dos,21,2,4,2022,7,sábado,5.232333333333333,0.08720555555555555
Porta,Nueva Generación,21,2,4,2022,7,sábado,4.490666666666667,0.07484444444444445
K/DA,MORE,21,2,4,2022,7,sábado,3.618133333333333,0.06030222222222222
C-Kan,Dejame en Paz,21,2,4,2022,7,sábado,3.1875,0.053125
C-Kan,Vuelve (feat. MC Davo),21,2,4,2022,7,sábado,2.8461666666666665,0.04743611111111111
Porta,Logro Desbloqueado,21,2,4,2022,7,sábado,3.0011,0.05001833333333333
MisterWives,Stepped On A Bee,21,2,4,2022,7,sábado,3.7900833333333335,0.06316805555555556
Keyblade,Toma Dos Tazas (Cuphead Rap),21,2,4,2022,7,sábado,2.7112666666666665,0.04518777777777778
MisterWives,Reflections,21,2,4,2022,7,sábado,3.1073333333333335,0.05178888888888889
Porta,Dragon Ball Rap Super,21,2,4,2022,7,sábado,6.8746,0.11457666666666666
MisterWives,Box Around The Sun,21,2,4,2022,7,sábado,3.5686666666666667,0.059477777777777775
Santaflow,La Locura Está en Mí - Streaming Remaster,22,2,4,2022,7,sábado,3.3928833333333333,0.05654805555555555
Porta,Algo Ha Cambiado,22,2,4,2022,7,sábado,4.4382166666666665,0.07397027777777777
MisterWives,7-2,22,2,4,2022,7,sábado,2.9433333333333334,0.049055555555555554
Porta,Escribo Poco,22,2,4,2022,7,sábado,5.804483333333334,0.09674138888888889
Porta,Días Grises,22,2,4,2022,7,sábado,3.8892166666666665,0.06482027777777778
League of Legends,Legends Never Die,22,2,4,2022,7,sábado,3.9166666666666665,0.06527777777777778
Zara Larsson,Never Forget You,22,2,4,2022,7,sábado,3.5571166666666665,0.05928527777777778
TINI,Consejo de Amor,22,2,4,2022,7,sábado,3.328666666666667,0.05547777777777778
Porta,Bruce Wayne,22,2,4,2022,7,sábado,5.15555,0.08592583333333334
Porta,Animales racionales,22,2,4,2022,7,sábado,3.826216666666667,0.06377027777777777
C-Kan,Ten La Tuya,22,2,4,2022,7,sábado,4.8936,0.08156
Porta,Sin Ti,22,2,4,2022,7,sábado,2.2268833333333333,0.03711472222222222
MisterWives,love me true,22,2,4,2022,7,sábado,3.2711,0.054518333333333335
MisterWives,Let The Light In,22,2,4,2022,7,sábado,5.141333333333334,0.08568888888888888
Zara Larsson,Lush Life,22,2,4,2022,7,sábado,3.3520333333333334,0.05586722222222222
Porta,Tetris Rap + Outro,22,2,4,2022,7,sábado,2.27245,0.03787416666666667
Porta,"Corazón, Boli y Papel",23,2,4,2022,7,sábado,4.453216666666667,0.07422027777777777
TINI,Princesa,23,2,4,2022,7,sábado,3.392,0.05653333333333333
Tessa Violet,Games,23,2,4,2022,7,sábado,0.42556666666666665,0.007092777777777778
Keyblade,Mickey Mouse vs Bugs Bunny (Epicas Batallas De Rap Del Frikisimo),13,3,4,2022,1,domingo,0.021516666666666667,3.586111111111111e-4
Zara Larsson,So Good (feat. Ty Dolla $ign),13,3,4,2022,1,domingo,0.24516666666666667,0.0040861111111111115
MisterWives,whywhywhy,13,3,4,2022,1,domingo,0.0644,0.0010733333333333333
K/DA,THE BADDEST,13,3,4,2022,1,domingo,2.71,0.04516666666666667
MisterWives,Machine,13,3,4,2022,1,domingo,0.05465,9.108333333333334e-4
C-Kan,No Haces Na,13,3,4,2022,1,domingo,3.1182833333333333,0.051971388888888886
MisterWives,Reflections,14,3,4,2022,1,domingo,3.1073333333333335,0.05178888888888889
Porta,Palabras Mudas (Con Gema),14,3,4,2022,1,domingo,0.34386666666666665,0.005731111111111111
Zara Larsson,Only You,10,5,4,2022,3,martes,0.07633333333333334,0.0012722222222222223
Bebe Rexha,"Baby, I'm Jealous (feat. Doja Cat)",10,5,4,2022,3,martes,2.931216666666667,0.04885361111111111
K/DA,THE BADDEST,10,5,4,2022,3,martes,2.71,0.04516666666666667
K/DA,THE BADDEST,10,5,4,2022,3,martes,2.71,0.04516666666666667
Porta,Mal Acostumbrados,10,5,4,2022,3,martes,3.46955,0.05782583333333333
MisterWives,find my way home,10,5,4,2022,3,martes,2.6431,0.04405166666666667
MisterWives,Machine,10,5,4,2022,3,martes,3.5071,0.058451666666666666
Porta,El 90% de Mí Eres Tu,10,5,4,2022,3,martes,5.610233333333333,0.09350388888888889
MisterWives,Riptide,10,5,4,2022,3,martes,4.22,0.07033333333333333
Clean Bandit,Symphony (feat. Zara Larsson),11,5,4,2022,3,martes,3.54555,0.0590925
Greeicy,Más Fuerte,11,5,4,2022,3,martes,3.0793333333333335,0.05132222222222222
Porta,Algo Ha Cambiado,11,5,4,2022,3,martes,4.4382166666666665,0.07397027777777777
Tessa Violet,Games,11,5,4,2022,3,martes,3.4958,0.058263333333333334
C-Kan,Dejame en Paz,11,5,4,2022,3,martes,3.1875,0.053125
Santaflow,Segundos Fuera - Streaming Remaster,11,5,4,2022,3,martes,6.478683333333334,0.10797805555555555
Bebe Rexha,I'm a Mess,11,5,4,2022,3,martes,3.25865,0.054310833333333336
Tessa Violet,Games,11,5,4,2022,3,martes,3.6841833333333334,0.06140305555555556
MisterWives,Coffins,11,5,4,2022,3,martes,0.3444,0.00574
Ariana Grande,Problem,11,5,4,2022,3,martes,0.01755,2.925e-4
MisterWives,whywhywhy,11,5,4,2022,3,martes,3.3446666666666665,0.055744444444444444
K/DA,VILLAIN,11,5,4,2022,3,martes,0.0148,2.466666666666667e-4
Lorde,Royals,11,5,4,2022,3,martes,0.016883333333333334,2.813888888888889e-4
Keyblade,Final del Juego (Avengers Endgame Rap),11,5,4,2022,3,martes,0.011233333333333333,1.8722222222222222e-4
Zarcort,Five Nights at Freddy's (feat. Kronno),11,5,4,2022,3,martes,0.019583333333333335,3.2638888888888887e-4
C-Kan,Aparece,11,5,4,2022,3,martes,0.014866666666666667,2.4777777777777775e-4
Lorde,Royals,11,5,4,2022,3,martes,3.16975,0.05282916666666667
MisterWives,oxygen,11,5,4,2022,3,martes,0.49428333333333335,0.008238055555555556
Tessa Violet,Bored,19,6,4,2022,4,miércoles,3.0563333333333333,0.05093888888888889
Tessa Violet,Words Ain't Enough,19,6,4,2022,4,miércoles,2.073583333333333,0.03455972222222222
I DONT KNOW HOW BUT THEY FOUND ME,New Invention [Feat. Tessa Violet],19,6,4,2022,4,miércoles,3.196616666666667,0.053276944444444446
Tessa Violet,Bored,19,6,4,2022,4,miércoles,3.07335,0.0512225
Tessa Violet,Games,19,6,4,2022,4,miércoles,3.6841833333333334,0.06140305555555556
Tessa Violet,Haze,19,6,4,2022,4,miércoles,3.774,0.0629
Tessa Violet,Feelin,19,6,4,2022,4,miércoles,3.0748,0.05124666666666667
Tessa Violet,Games,20,6,4,2022,4,miércoles,3.6841833333333334,0.06140305555555556
Tessa Violet,On My Own,20,6,4,2022,4,miércoles,2.9348833333333335,0.04891472222222222
Tessa Violet,Crush - Le Youth Remix,20,6,4,2022,4,miércoles,5.112,0.0852
Tessa Violet,Crush - Le Youth Remix,20,6,4,2022,4,miércoles,0.1837,0.0030616666666666665
Tessa Violet,Not over You,20,6,4,2022,4,miércoles,3.2248833333333335,0.053748055555555556
Tessa Violet,Prelude,20,6,4,2022,4,miércoles,1.0660833333333333,0.017768055555555554
Tessa Violet,I Like (the idea of) You,20,6,4,2022,4,miércoles,2.808,0.0468
Tessa Violet,Interlude III,20,6,4,2022,4,miércoles,2.8287166666666668,0.04714527777777778
Tessa Violet,Bad Ideas,20,6,4,2022,4,miércoles,2.9862166666666665,0.049770277777777774
Tessa Violet,I Like (the idea of) You,20,6,4,2022,4,miércoles,2.808,0.0468
Tessa Violet,Bad Ideas - Lo Fi,20,6,4,2022,4,miércoles,3.2666666666666666,0.05444444444444444
Tessa Violet,YES MOM,20,6,4,2022,4,miércoles,2.706,0.0451
Tessa Violet,Honest,20,6,4,2022,4,miércoles,4.2024333333333335,0.07004055555555555
Tessa Violet,Dream,20,6,4,2022,4,miércoles,3.44155,0.05735916666666667
Tessa Violet,Bad Ideas,20,6,4,2022,4,miércoles,0.213,0.00355
Tessa Violet,Wishful Drinking,20,6,4,2022,4,miércoles,3.2518333333333334,0.05419722222222222
I DONT KNOW HOW BUT THEY FOUND ME,New Invention,20,6,4,2022,4,miércoles,0.05416666666666667,9.027777777777777e-4
I DONT KNOW HOW BUT THEY FOUND ME,New Invention,20,6,4,2022,4,miércoles,0.17821666666666666,0.002970277777777778
lovelytheband,buzz cut (feat. MisterWives),20,6,4,2022,4,miércoles,3.64625,0.060770833333333336
C-Kan,Mujer Bonita,20,6,4,2022,4,miércoles,0.018,3e-4
Porta,Nota De Suicidio (Con Soma),20,6,4,2022,4,miércoles,0.013333333333333334,2.2222222222222223e-4
MisterWives,Queens,20,6,4,2022,4,miércoles,0.015,2.5e-4
Santaflow,La Locura Está en Mí - Streaming Remaster,20,6,4,2022,4,miércoles,1.6354,0.027256666666666665
Lorde,Royals,20,6,4,2022,4,miércoles,0.0205,3.4166666666666666e-4
Santa RM,No Sé en Qué Te Fallé,20,6,4,2022,4,miércoles,0.017833333333333333,2.972222222222222e-4
MisterWives,stories,20,6,4,2022,4,miércoles,0.024666666666666667,4.111111111111111e-4
Luna Snow,I Really Wanna,20,6,4,2022,4,miércoles,3.51435,0.0585725
Porta,No Hay Truco,20,6,4,2022,4,miércoles,3.1281333333333334,0.05213555555555555
Zarcort,Call of Duty: Black Ops 3 Rap,18,7,4,2022,5,jueves,5.0336,0.08389333333333333
Tessa Violet,Crush,18,7,4,2022,5,jueves,3.604433333333333,0.06007388888888889
Porta,Tela de Araña,18,7,4,2022,5,jueves,4.065266666666667,0.06775444444444445
Tessa Violet,Feelin,18,7,4,2022,5,jueves,3.0748,0.05124666666666667
MisterWives,Kings And Queens,18,7,4,2022,5,jueves,3.54955,0.059159166666666665
Luna Snow,"Tonight - From ""Marvel Future Fight""/Future Fight Firsts Remix",18,7,4,2022,5,jueves,3.072,0.0512
MisterWives,Our Own House,18,7,4,2022,5,jueves,3.8697666666666666,0.06449611111111112
MisterWives,valentine's day,18,7,4,2022,5,jueves,0.015,2.5e-4
Porta,Días Grises,18,7,4,2022,5,jueves,1.97585,0.03293083333333333
Keyblade,Final del Juego (Avengers Endgame Rap),18,7,4,2022,5,jueves,3.4979666666666667,0.058299444444444445
MisterWives,muse,18,7,4,2022,5,jueves,2.868,0.0478
Tessa Violet,YES MOM,18,7,4,2022,5,jueves,2.706,0.0451
Porta,Sin Ti,19,7,4,2022,5,jueves,0.0135,2.25e-4
Porta,Mal Acostumbrados,19,7,4,2022,5,jueves,0.013666666666666667,2.2777777777777778e-4
MisterWives,whywhywhy,19,7,4,2022,5,jueves,0.0145,2.4166666666666667e-4
Santaflow,"Segundos Fuera (feat. Encyser, Kurricé, Porta & Norykko)",19,7,4,2022,5,jueves,3.18385,0.05306416666666667
Porta,Cree en Ti,19,7,4,2022,5,jueves,3.089366666666667,0.05148944444444444
MisterWives,the end,19,7,4,2022,5,jueves,3.2482166666666665,0.054136944444444446
Tessa Violet,Games,19,7,4,2022,5,jueves,3.6841833333333334,0.06140305555555556
C-Kan,Dejame en Paz,19,7,4,2022,5,jueves,3.1875,0.053125
MisterWives,Riptide,19,7,4,2022,5,jueves,4.22,0.07033333333333333
MisterWives,it's my turn,19,7,4,2022,5,jueves,3.23955,0.0539925
Porta,Imagina,19,7,4,2022,5,jueves,3.95955,0.0659925
Tessa Violet,I Like (the idea of) You,19,7,4,2022,5,jueves,2.808,0.0468
C-Kan,Vivo La Vida Cantando,19,7,4,2022,5,jueves,3.8335,0.06389166666666667
Santaflow,Sin Miedo a Caer,19,7,4,2022,5,jueves,4.2699,0.071165
Porta,Cosas de la Vida,19,7,4,2022,5,jueves,6.722483333333333,0.11204138888888888
Lorde,Royals,19,7,4,2022,5,jueves,3.16975,0.05282916666666667
